Name,Latest Chapter,Dated Released,depth,Genre,Status,Rating,img-link
...junai No Seinen,Vol.1 Ch.4 : Ch.4-5 [End],"Jan 20,16",617,"Drama,Romance,Smut,Yaoi",Completed,4.93,https://avt.mkklcdnv6temp.com/12/p/7-1583476759.jpg
Zenryou Naru Itan No Machi,Vol.1 Ch.7.5 : Afterword,"Jan 20,16",589,"Action,Adult,Adventure,Drama,Seinen,Slice of life",Completed,4.93,https://avt.mkklcdnv6temp.com/46/f/7-1583478029.jpg
Gyakuten Saiban,Vol.1 Chapter 6 : Turnabout Crossover,"Jan 20,16",586,"Drama,Mystery,Seinen",Completed,4.93,https://avt.mkklcdnv6temp.com/24/t/2-1583466660.jpg
Love Making,Vol.1 Ch.7 : Love Making Ii,"Jan 20,16",544,"Comedy,School life,Shounen ai",Completed,4.93,https://avt.mkklcdnv6temp.com/34/s/4-1583471110.jpg
Hell & Heaven,Vol.1 Ch.5.5,"Jan 20,16",458,"Drama,Romance,Yaoi",Completed,4.93,https://avt.mkklcdnv6temp.com/17/j/13-1583488377.jpg
Twilight Hour,Ch.1 : Oneshot,"Feb 19,16",392,"One shot,Romance,Shoujo",Completed,4.93,https://avt.mkklcdnv6temp.com/26/o/13-1583488697.jpg
Cigarette Liar,Chapter 0 V2 : [Oneshot],"Dec 26,17",323,"Romance,School life,Shoujo ai",Completed,4.93,https://avt.mkklcdnv6temp.com/12/t/11-1583484472.jpg
My Junior Was My Mom In Her Past Life,Chapter 19,"Mar 13,21",56,Slice of life,Ongoing,4.93,https://avt.mkklcdnv6temp.com/9/r/21-1588828026.jpg
Souten No Ken Regenesis,Vol.2 Chapter 8: Atonement Of Hell,"Feb 21,21",81,"Action,Adventure,Historical",Ongoing,4.93,https://avt.mkklcdnv6temp.com/28/p/23-1613875096.jpg
Tamamo No Koi,Chapter 4,"Feb 16,21",85,"Comedy,Drama,Romance,Shounen,Supernatural",Ongoing,4.93,https://avt.mkklcdnv6temp.com/17/o/22-1600507655.jpg
Kishibe No Uta,Vol.2 Chapter 7: The Red Flag,"Dec 07,20",118,"Action,Drama,Fantasy,Historical,Josei,Romance",Ongoing,4.93,https://avt.mkklcdnv6temp.com/34/n/16-1583494711.jpg
It's Not Easy To Be A Man After Traveling To The Future,Chapter 46,"Nov 16,20",123,"Action,Adventure,Mecha,Sci fi",Ongoing,4.93,https://avt.mkklcdnv6temp.com/6/r/21-1588306097.jpg
Jin Tian Kai Shi Zuo Nu Shen,Chapter 114,"May 22,20",165,"Comedy,Gender bender,Romance,School life,Slice of life,Supernatural,Manhua",Ongoing,4.93,https://avt.mkklcdnv6temp.com/33/u/16-1583494685.jpg
Gokurakugai Sanbandori No Ken,Chapter : Oneshot,"Apr 11,20",172,Action,Ongoing,4.93,https://avt.mkklcdnv6temp.com/2/m/21-1586578358.jpg
Kino's Journey,Vol.4 Chapter 12.75: Prologue: Amidst A Crimson Sea・b -Blooming Prairie・b-,"Apr 07,20",173,"Action,Adventure,Drama,Fantasy,Psychological,Sci fi,Seinen,Slice of life",Ongoing,4.93,https://avt.mkklcdnv6temp.com/6/p/15-1583491705.jpg
Kiniro Mosaic,Vol.9 Chapter 99,"Sep 17,19",213,"Comedy,School life,Seinen",Ongoing,4.93,https://avt.mkklcdnv6temp.com/50/m/2-1583467645.jpg
Houkago Saikoro Kurabu,Chapter 14 : Because I'm No Longer Alone,"Dec 07,18",258,Shounen,Ongoing,4.93,https://avt.mkklcdnv6temp.com/37/t/3-1583469160.jpg
Madoromi-Chan Ga Iku.,Chapter 24: Madoromi-Chan Goes,"Jun 20,18",282,Shounen,Ongoing,4.93,https://avt.mkklcdnv6temp.com/42/q/15-1583493194.jpg
Blue Drop - Tenshi No Itazura,Chapter 4,"Jun 10,18",284,"Drama,Sci fi,Seinen,Yuri",Ongoing,4.93,https://avt.mkklcdnv6temp.com/13/p/11-1583484504.jpg
Telcel,Chapter 7,"Jun 03,18",286,"Drama,Historical,Josei,Mystery,School life",Ongoing,4.93,https://avt.mkklcdnv6temp.com/22/m/13-1583488556.jpg
Machida-Kun No Sekai,Chapter 27 : Today's Machida-Kun Part Ii,"May 27,18",287,"Comedy,Drama,Romance,School life,Shoujo,Slice of life",Ongoing,4.93,https://avt.mkklcdnv6temp.com/36/m/13-1583489046.jpg
Chrome Shelled Regios: Missing Mail,Vol.4 Chapter 17V2 : Second Episode - 1St Mail,"May 01,18",290,"Action,Fantasy,Romance,School life,Sci fi,Shounen,Supernatural",Ongoing,4.93,https://avt.mkklcdnv6temp.com/31/y/6-1583475416.jpg
Samishii Hito,Chapter 3,"Mar 18,18",296,"Drama,Romance,Shoujo,Slice of life",Ongoing,4.93,https://avt.mkklcdnv6temp.com/33/m/14-1583490918.jpg
On A Leash,Chapter 33.5,"Dec 05,17",331,"Action,Drama,Yuri",Ongoing,4.93,https://avt.mkklcdnv6temp.com/40/e/15-1583493110.jpg
Galism,Chapter 28,"Nov 26,17",332,"Comedy,Romance,School life,Shoujo",Ongoing,4.93,https://avt.mkklcdnv6temp.com/3/p/2-1583465830.jpg
Real Clothes,Vol.3 Chapter 102,"Oct 31,17",335,"Drama,Josei,Romance,Slice of life",Ongoing,4.93,https://avt.mkklcdnv6temp.com/23/a/2-1583466594.jpg
Nigatsu No Eden,Chapter 2,"Apr 25,17",350,"Romance,Slice of life,Yaoi",Ongoing,4.93,https://avt.mkklcdnv6temp.com/20/s/15-1583492205.jpg
Tekken Chinmi,Vol.9 Chapter 33 : There Is No Room For Attacking Twice In Practical Kung-Fu,"Mar 14,17",354,"Action,Adventure,Comedy,Martial arts,Shounen,Slice of life",Ongoing,4.93,https://avt.mkklcdnv6temp.com/26/r/3-1583468725.jpg
Nagato Yuki-Chan No Shoushitsu,Ch.79 : Episode 1>> Epilogue [End],"Feb 23,17",356,"Romance,School life",Ongoing,4.93,https://avt.mkklcdnv6temp.com/10/i/1-1583464068.jpg
Space (Asou Kai),Ch.4,"Feb 07,17",358,"Romance,School life,Yaoi",Ongoing,4.93,https://avt.mkklcdnv6temp.com/45/e/14-1583491316.jpg
"Shinkon Chuu De, Dekiai De",Ch.1,"Dec 22,16",363,"Romance,School life,Shoujo",Ongoing,4.93,https://avt.mkklcdnv6temp.com/42/t/14-1583491229.jpg
Romanticer's High,Vol.1 Chapter Extra : [End],"Dec 03,16",365,"School life,Yaoi",Ongoing,4.93,https://avt.mkklcdnv6temp.com/21/x/13-1583488536.jpg
Chiku Bingo,Vol.1 Chapter 2,"Sep 10,16",373,"Comedy,School life,Yaoi",Ongoing,4.93,https://avt.mkklcdnv6temp.com/17/j/14-1583490371.jpg
"Kedamonozakari, Koizakari",Chapter 3,"Jul 15,16",378,"Comedy,Romance,School life,Shoujo",Ongoing,4.93,https://avt.mkklcdnv6temp.com/6/x/14-1583489956.jpg
Kimi Ga Otona Ni Naru Mae Ni,Chapter 2,"Apr 13,16",387,"Drama,Yaoi",Ongoing,4.93,https://avt.mkklcdnv6temp.com/17/c/3-1583468324.jpg
Yuki No Shita No Qualia,Ch.7,"Feb 07,16",393,"Slice of life,Yaoi",Ongoing,4.93,https://avt.mkklcdnv6temp.com/3/j/6-1583474223.jpg
Ladies Versus Butlers!,Vol.1 Chapter 5 : The Maid Teacher's Special Skill Is Throwing Fountain Pens!,"Jan 21,16",410,"Comedy,Ecchi,Gender bender,Harem,Mature,Romance,School life,Seinen",Ongoing,4.93,https://avt.mkklcdnv6temp.com/42/q/10-1583483708.jpg
Work In,Vol.1 Ch.5.5,"Jan 21,16",433,"Shounen ai,Slice of life,Yaoi",Ongoing,4.93,https://avt.mkklcdnv6temp.com/4/x/10-1583482352.jpg
Hellsing: The Dawn,Chapter 6 : The Dawn (6),"Jan 20,16",458,"Action,Comedy,Historical,Horror,Mature,Seinen,Supernatural",Ongoing,4.93,https://avt.mkklcdnv6temp.com/17/i/13-1583488376.jpg
Candy (Watanabe Asia),Vol.1 Ch.4 : Bullying My Bunny,"Jan 20,16",470,"Adult,Smut,Yaoi",Ongoing,4.93,https://avt.mkklcdnv6temp.com/36/i/6-1583475600.jpg
Dokusai Grimoire,Vol.1 Chapter 2 : The Ghost In The Old School Building,"Jan 20,16",496,"Fantasy,Josei,Supernatural",Ongoing,4.93,https://avt.mkklcdnv6temp.com/22/o/6-1583475052.jpg
Hana Yori Mo Yaiba No Gotoku,Vol.1 Chapter 1,"Jan 20,16",512,"Action,Historical,Romance,Shoujo,Supernatural",Ongoing,4.93,https://avt.mkklcdnv6temp.com/18/m/9-1583480799.jpg
Sensei Wa Warui Ko,Vol.1 Ch.1 : Xx At The Cutural Festival?!,"Jan 20,16",533,"Romance,School life,Shoujo",Ongoing,4.93,https://avt.mkklcdnv6temp.com/9/p/3-1583468015.jpg
Sabishigariya Wa Yume O Miru,Vol.1 Ch.5 : Koi Kiru Futari - Scene 2 + Extra [End],"Jan 20,16",547,Shounen ai,Ongoing,4.93,https://avt.mkklcdnv6temp.com/40/w/1-1583465314.jpg
Sokoni Osuwari!,Vol.1 Chapter 2,"Jan 20,16",558,"Comedy,Ecchi,Romance,Seinen",Ongoing,4.93,https://avt.mkklcdnv6temp.com/12/n/8-1583478659.jpg
In Full Bloom,Ch.90,"Jan 20,16",567,"Drama,Historical,Psychological,Seinen,Webtoons",Ongoing,4.93,https://avt.mkklcdnv6temp.com/39/a/8-1583479665.jpg
"Sono Otoko, Taka",Vol.1 Chapter 10 : A Sense Of Solidarity,"Jan 20,16",598,"Adult,Drama,Ecchi,Romance,Seinen",Ongoing,4.93,https://avt.mkklcdnv6temp.com/36/o/7-1583477649.jpg
Sangokushi,Vol.50 Chapter 438 : The Fall Of Shu [End],"Feb 13,16",393,"Action,Adventure,Drama,Historical,Martial arts,Seinen,Shounen,Slice of life,Tragedy",Ongoing,4.93,https://avt.mkklcdnv6temp.com/3/g/1-1583463793.jpg
Tokimekigokoro,Vol.1 Ch.7,"Sep 12,16",373,"Comedy,Romance,Slice of life,Yaoi",Ongoing,4.93,https://avt.mkklcdnv6temp.com/34/m/8-1583479484.jpg
Gto,Vol.25 Chapter 200.1: We Really Ate It!!,"May 19,20",166,"Adult,Comedy,Drama,Romance",Ongoing,4.93,https://avt.mkklcdnv6temp.com/15/e/21-1589773936.jpg
Nina Is Plotting My Death!,Chapter 1,"Jan 26,21",99,"Action,Comedy,Shounen,Slice of life",Ongoing,4.93,https://avt.mkklcdnv6temp.com/10/u/23-1611634218.jpg
Ru~Mu! Room No.1301,Vol.1 Ch.4 : The Most Important Thing,"Jan 21,16",421,"Comedy,Ecchi,Harem,Romance,School life,Shounen",Ongoing - No Set Relea,4.93,https://avt.mkklcdnv6temp.com/24/r/10-1583483061.jpg
Chokotto H Na Koimonogatari,Vol.1 Chapter 3,"Jan 20,16",552,"Romance,School life,Shoujo,Smut",Ongoing - No Set Relea,4.93,https://avt.mkklcdnv6temp.com/45/d/2-1583467427.jpg
Sengoku,Vol.4 Ch.31 : Killing Space,"Jan 20,16",595,"Action,Historical,Martial arts,Mature,Romance,Seinen",Ongoing - No Set Relea,4.93,https://avt.mkklcdnv6temp.com/25/g/3-1583468670.jpg
Ayatsuri Sakon,Vol.3 Chapter 19 : Shinshuu Byakko Bloodrain Hell Chapter 5 The Legendary Sword's Lo...,"Jan 20,16",451,"Horror,Mystery,Shounen",Ongoing - Not Set Rele,4.93,https://avt.mkklcdnv6temp.com/46/t/6-1583476147.jpg
Daily Witch,Chapter 67,"Jan 13,17",360,,Updating,4.93,https://avt.mkklcdnv6temp.com/25/q/14-1583490655.jpg
Crackster,Chapter 4,"Oct 24,16",369,,Updating,4.93,https://avt.mkklcdnv6temp.com/8/f/14-1583490003.jpg
Kuchi No Naka No Shita,Chapter 5,"Oct 20,17",336,"Romance,Smut,Yaoi",Unknown,4.93,https://avt.mkklcdnv6temp.com/27/s/14-1583490726.jpg
24 Colors - Hatsukoi No Palette,Vol.1 Chapter 5 : Pure White,"Jan 20,16",441,"Comedy,Romance,School life,Shoujo",Unknown,4.93,https://avt.mkklcdnv6temp.com/15/a/4-1583470283.jpg
Koi Kyokusei,Vol.1 Chapter 3 : Kimi Ni Hikari Wo,"Jan 20,16",484,"Romance,Shoujo,Tragedy",Unknown,4.93,https://avt.mkklcdnv6temp.com/49/g/12-1583487688.jpg
Fate/tiger Colosseum Upper,Chapter 1: 3 Sabers?!,"Oct 28,20",128,"Comedy,One shot",Completed,4.92,https://avt.mkklcdnv6temp.com/19/k/5-1583472601.jpg
The Life-Changing Manga Of Tidying Up: A Magical Story,About The Author And Illustrator,"Aug 25,19",217,"Comedy,Slice of life",Completed,4.92,https://avt.mkklcdnv6temp.com/13/c/19-1583499590.jpg
Franken Fran,Vol.8 Chapter 61.5 : Curtain Call,"Apr 20,19",237,"Comedy,Horror,Mature,Psychological,Sci fi,Shounen,Supernatural",Completed,4.92,https://avt.mkklcdnv6temp.com/43/k/3-1583469380.jpg
Itaike Na Bokura,Chapter 6: Unforgettable Love [End],"Oct 25,18",264,"Drama,Romance,School life,Slice of life,Yaoi",Completed,4.92,https://avt.mkklcdnv6temp.com/10/s/13-1583488137.jpg
Redrum 327,Vol.3 Chapter 6: Silent Anthology [End],"Jul 16,18",278,"Horror,Mystery,Psychological,Tragedy",Completed,4.92,https://avt.mkklcdnv6temp.com/4/m/12-1583485994.jpg
The Ocean Meets The Sky,Chapter 0 V2 : [Oneshot],"Jun 23,18",281,"Comedy,Sci fi,Shoujo ai",Completed,4.92,https://avt.mkklcdnv6temp.com/3/n/5-1583471968.jpg
A Pocket Full Of Holes Forgets Everything,Chapter 001,"Jan 12,18",305,"Drama,One shot,Romance,Seinen",Completed,4.92,https://avt.mkklcdnv6temp.com/46/v/8-1583479961.jpg
Cecile's Feelings,Vol.01 Chapter 001,"Jan 07,18",311,"One shot,Romance,Seinen,Slice of life",Completed,4.92,https://avt.mkklcdnv6temp.com/35/e/6-1583475551.jpg
Hanged Doll,Chapter 70 V2 : Season 2: Punishment,"Dec 31,17",315,"Action,Drama,Horror,Mystery,Psychological,Shounen,Tragedy,Webtoons",Completed,4.92,https://avt.mkklcdnv6temp.com/10/z/8-1583478593.jpg
Kaze Ni Chiru Hanabira To Kisu,Vol.01 Chapter 001 : Oneshot,"Dec 27,17",320,"Drama,One shot,Shounen ai",Completed,4.92,https://avt.mkklcdnv6temp.com/5/c/13-1583487911.jpg
Namida No Memory,Chapter 0 V2 : [Oneshot],"Dec 20,17",329,"Shounen ai,Slice of life",Completed,4.92,https://avt.mkklcdnv6temp.com/36/i/10-1583483483.jpg
"Ringo, Ki Kara Ochiru",Vol.1 Ch.5 : Afterword And Omake,"Feb 07,17",358,"Romance,Slice of life,Yaoi",Completed,4.92,https://avt.mkklcdnv6temp.com/2/l/15-1583491559.jpg
The Girl From Class,Ch.28,"Jul 08,16",379,"Comedy,Romance,Slice of life,Webtoons",Completed,4.92,https://avt.mkklcdnv6temp.com/27/y/4-1583470838.jpg
Love Magnet,Ch.1,"Apr 26,16",386,"One shot,Romance,Yuri",Completed,4.92,https://avt.mkklcdnv6temp.com/39/z/13-1583489234.jpg
Zusun,Ch.20,"Jan 21,16",398,"Action,Adventure,Historical,Romance,Shounen,Webtoons",Completed,4.92,https://avt.mkklcdnv6temp.com/16/e/11-1583484600.jpg
Kagome Kagome,Vol.3 Ch.25 : Kagome Kagome,"Jan 21,16",406,"Horror,Mystery,Seinen,Supernatural",Completed,4.92,https://avt.mkklcdnv6temp.com/49/h/10-1583483956.jpg
Lying Mii-Kun And Broken Maa-Chan: Precious Lies,Vol.1 Ch.5,"Jan 21,16",411,"Drama,Mystery,Psychological,Romance,Seinen,Slice of life",Completed,4.92,https://avt.mkklcdnv6temp.com/40/l/10-1583483632.jpg
Love Suicide,Ch.0,"Jan 21,16",411,"Comedy,One shot,Romance,Shounen",Completed,4.92,https://avt.mkklcdnv6temp.com/13/c/5-1583472360.jpg
Running On Empty,Vol.2 Ch.12,"Jan 21,16",421,"Drama,Romance,Shounen ai",Completed,4.92,https://avt.mkklcdnv6temp.com/24/q/10-1583483060.jpg
Sono Mama De,Vol.1 Chapter 6,"Jan 21,16",425,"Doujinshi,Romance,Slice of life,Yaoi",Completed,4.92,https://avt.mkklcdnv6temp.com/18/e/10-1583482820.jpg
Summer Wars,Vol.3 Ch.13.5 : Extra: Because The Future Is A Variable,"Jan 21,16",426,"Drama,Mystery,Romance,Sci fi,Seinen",Completed,4.92,https://avt.mkklcdnv6temp.com/16/i/10-1583482757.jpg
Unbalance Na Netsu,Vol.1 Ch.extra,"Jan 21,16",431,"Drama,School life,Yaoi",Completed,4.92,https://avt.mkklcdnv6temp.com/8/o/10-1583482480.jpg
Yawarakai Taion,Ch.0 : [Oneshot],"Jan 21,16",434,"Action,Adult,Adventure,Cooking,Romance,Shounen ai",Completed,4.92,https://avt.mkklcdnv6temp.com/3/o/10-1583482304.jpg
Mizuiro Cinema,Ch.6.2 : Special Booklet: After Screening A Light Blue Cinema,"Jan 20,16",436,"Drama,Shoujo ai,Slice of life",Completed,4.92,https://avt.mkklcdnv6temp.com/6/r/6-1583474366.jpg
Poor Poor Lips,Vol.4 Ch.75.5,"Jan 20,16",436,"Comedy,Seinen,Slice of life,Yuri",Completed,4.92,https://avt.mkklcdnv6temp.com/45/s/3-1583469474.jpg
Angel/dust,Vol.1 Chapter 9 : Tomorrow,"Jan 20,16",446,"Drama,Fantasy,Shoujo ai,Tragedy",Completed,4.92,https://avt.mkklcdnv6temp.com/1/p/6-1583476335.jpg
Aragau Netsujou,Vol.1 Ch.7,"Jan 20,16",448,Yaoi,Completed,4.92,https://avt.mkklcdnv6temp.com/49/d/6-1583476233.jpg
Hatsuai,Vol.1 Ch.7 : The Treasure Box Of The Cat,"Jan 20,16",457,"Comedy,Romance,School life,Slice of life,Yaoi",Completed,4.92,https://avt.mkklcdnv6temp.com/45/t/5-1583473680.jpg
Body Talk Paradox,Vol.1 Ch.6.5,"Jan 20,16",460,"Comedy,Drama,Romance,Yaoi",Completed,4.92,https://avt.mkklcdnv6temp.com/7/q/4-1583469985.jpg
Inner Revolution,Ch.0,"Jan 20,16",467,"Drama,One shot,School life,Shoujo ai,Slice of life",Completed,4.92,https://avt.mkklcdnv6temp.com/11/n/13-1583488164.jpg
Itoshi No Boukun,Vol.1 Ch.6,"Jan 20,16",468,"School life,Supernatural,Yaoi",Completed,4.92,https://avt.mkklcdnv6temp.com/10/q/13-1583488135.jpg
Yoo Ah Dok-Jon,Vol.2 Ch.15,"Jan 20,16",476,"Comedy,Drama,Ecchi,Harem,Romance,School life,Shounen",Completed,4.92,https://avt.mkklcdnv6temp.com/43/z/4-1583471519.jpg
Koi Ni Ochita Oujisama,Vol.1 Chapter 5 : Pizzicato,"Jan 20,16",484,"Drama,Romance,Shoujo",Completed,4.92,https://avt.mkklcdnv6temp.com/49/d/12-1583487684.jpg
Deep Bloody Night,Chapter 0,"Jan 20,16",491,"Mature,One shot,Supernatural,Yaoi",Completed,4.92,https://avt.mkklcdnv6temp.com/25/l/6-1583475183.jpg
Love Me Through The Night,Vol.1 Ch.6,"Jan 20,16",495,Yaoi,Completed,4.92,https://avt.mkklcdnv6temp.com/30/b/12-1583486947.jpg
Dragon Knight,Vol.1 Chapter 7,"Jan 20,16",501,"Comedy,Fantasy,Romance,Shoujo",Completed,4.92,https://avt.mkklcdnv6temp.com/50/k/3-1583469662.jpg
Little Lovers (Okada Haruki),Chapter 1 : Oneshot,"Jan 20,16",505,"Comedy,One shot,Romance,Shoujo",Completed,4.92,https://avt.mkklcdnv6temp.com/7/h/2-1583465975.jpg
Mitsumete Itai,Vol.1 Ch.7,"Jan 20,16",506,"Comedy,Drama,Yaoi",Completed,4.92,https://avt.mkklcdnv6temp.com/35/j/5-1583473287.jpg
Koiiro,Chapter Ibi-Manga : [Oneshot],"Jan 20,16",510,"Romance,Shoujo",Completed,4.92,https://avt.mkklcdnv6temp.com/18/y/9-1583480818.jpg
Namaiki.,Vol.1 Ch.4,"Jan 20,16",511,"Comedy,Smut,Yaoi",Completed,4.92,https://avt.mkklcdnv6temp.com/34/m/5-1583473258.jpg
Komorebi No Kuni,Vol.4 Chapter 39.5 : Extra,"Jan 20,16",512,"Seinen,Slice of life",Completed,4.92,https://avt.mkklcdnv6temp.com/18/j/9-1583480795.jpg
Ijiwaru Na Kuchizuke,Vol.1 Chapter 8 : Extra [End],"Jan 20,16",516,"School life,Yaoi",Completed,4.92,https://avt.mkklcdnv6temp.com/11/n/3-1583468093.jpg
Okujou Fuukei,Vol.1 Ch.8 : The Andou Circuit,"Jan 20,16",517,"Shounen ai,Yaoi",Completed,4.92,https://avt.mkklcdnv6temp.com/14/t/12-1583486353.jpg
Scientia,Vol.1 Ch.7,"Jan 20,16",517,"Romance,Sci fi,Seinen,Slice of life",Completed,4.92,https://avt.mkklcdnv6temp.com/14/t/9-1583480654.jpg
Tackle Shoujo,Ch.0,"Jan 20,16",517,"Comedy,Ecchi,One shot,Romance,School life,Seinen",Completed,4.92,https://avt.mkklcdnv6temp.com/37/z/4-1583471247.jpg
Unbalance Ni Koishite,Ch.ibi-Manga : [Oneshot],"Jan 20,16",519,"One shot,Romance,School life,Shoujo",Completed,4.92,https://avt.mkklcdnv6temp.com/13/q/9-1583480615.jpg
Koi Wo Shimashou,Vol.1 Ch.7.5,"Jan 20,16",528,"Comedy,Drama,Romance,Slice of life,Yaoi",Completed,4.92,https://avt.mkklcdnv6temp.com/36/p/4-1583471191.jpg
Rival Ni Ki Wo Tsukero,Ch.4,"Jan 20,16",533,"Romance,Shounen ai,Yaoi",Completed,4.92,https://avt.mkklcdnv6temp.com/2/w/12-1583485932.jpg
Yasashii Dakeno,Ch.0 : Oneshot,"Jan 20,16",534,"One shot,Shounen ai,Supernatural",Completed,4.92,https://avt.mkklcdnv6temp.com/23/a/8-1583479049.jpg
Nekomimi Wa Yamerarenai,Chapter 0,"Jan 20,16",541,"Comedy,One shot,Romance,School life,Shoujo",Completed,4.92,https://avt.mkklcdnv6temp.com/35/b/4-1583471125.jpg
Purikore - Sexual Desire Alice,Ch.0 : Oneshot,"Jan 20,16",543,"Comedy,Fantasy,Yaoi",Completed,4.92,https://avt.mkklcdnv6temp.com/28/s/4-1583470870.jpg
Slave X Slave,Vol.1 Ch.6,"Jan 20,16",551,Yaoi,Completed,4.92,https://avt.mkklcdnv6temp.com/42/z/11-1583485556.jpg
Nyan-Nyan Oratorio,Ch.0,"Jan 20,16",556,"Drama,One shot,Romance,Shounen",Completed,4.92,https://avt.mkklcdnv6temp.com/43/s/8-1583479848.jpg
Strip,Vol.1 Ch.1 : Strip,"Jan 20,16",557,"One shot,Yaoi",Completed,4.92,https://avt.mkklcdnv6temp.com/39/o/11-1583485437.jpg
Mushi To Medama To Teddy Bear,Vol.6 Ch.34,"Jan 20,16",559,"Comedy,Drama,Horror,Mystery,School life,Seinen",Completed,4.92,https://avt.mkklcdnv6temp.com/32/u/4-1583471032.jpg
What Did You Write Today?,Ch.0 : [Oneshot],"Jan 20,16",559,"One shot,Yuri",Completed,4.92,https://avt.mkklcdnv6temp.com/11/u/8-1583478622.jpg
Wolf Boy And Cinderella,Ch.0,"Jan 20,16",562,"Comedy,Gender bender,Romance,Shoujo,Supernatural",Completed,4.92,https://avt.mkklcdnv6temp.com/32/m/4-1583471020.jpg
The Battle Of The Wolves,Vol.1 Ch.1,"Jan 20,16",566,"Comedy,Mature,One shot,Smut,Yaoi",Completed,4.92,https://avt.mkklcdnv6temp.com/25/g/5-1583472817.jpg
The Red Love Letter,Vol.1 Ch.0,"Jan 20,16",569,"Adult,One shot,Yuri",Completed,4.92,https://avt.mkklcdnv6temp.com/32/o/11-1583485184.jpg
"Sore Wa Isshun No Hikari, Dewanaku",Vol.1 Chapter 4 : [End],"Jan 20,16",576,"Drama,Psychological,Romance,Yaoi",Completed,4.92,https://avt.mkklcdnv6temp.com/32/y/8-1583479427.jpg
Koi No Kaori (Takemiya Jin),Vol.1 Chapter 7 : Love Preparation,"Jan 20,16",576,Shoujo ai,Completed,4.92,https://avt.mkklcdnv6temp.com/33/i/8-1583479441.jpg
Moekoi,Vol.1 Ch.4,"Jan 20,16",578,"Comedy,Drama,Romance,Shoujo",Completed,4.92,https://avt.mkklcdnv6temp.com/30/y/4-1583470960.jpg
Usagi No Koi,Vol.1 Ch.1,"Jan 20,16",580,"One shot,Romance,School life,Shoujo,Smut",Completed,4.92,https://avt.mkklcdnv6temp.com/25/y/11-1583484953.jpg
Wild Wing,Vol.1 Ch.3 : End,"Jan 20,16",581,"Action,Drama,Romance,Sci fi,Shoujo",Completed,4.92,https://avt.mkklcdnv6temp.com/30/q/8-1583479344.jpg
Voiceful,Vol.1 Ch.0.2,"Jan 20,16",583,"Romance,Shoujo ai,Yuri",Completed,4.92,https://avt.mkklcdnv6temp.com/24/c/11-1583484886.jpg
Wild Rock,Vol.1 Ch.6,"Jan 20,16",586,"Drama,Historical,Shounen ai,Yaoi",Completed,4.92,https://avt.mkklcdnv6temp.com/22/d/11-1583484816.jpg
Brother,Vol.2 Chapter 5,"Jan 20,16",590,"Comedy,Drama,Mature,Romance,Smut,Yaoi",Completed,4.92,https://avt.mkklcdnv6temp.com/32/k/3-1583468952.jpg
Sureta Hoshi To Raspberry,Ch.1 : Oneshot,"Jan 20,16",592,"One shot,Romance,School life",Completed,4.92,https://avt.mkklcdnv6temp.com/35/n/3-1583469071.jpg
Monster,Ch.162 : The Real Monster,"Jan 20,16",595,"Drama,Mystery,Psychological,Seinen",Completed,4.92,https://avt.mkklcdnv6temp.com/41/i/7-1583477839.jpg
Yoakemono,Ch.16 : Dawn,"Jan 20,16",597,"Action,Drama,Fantasy,Historical,Martial arts,Shounen",Completed,4.92,https://avt.mkklcdnv6temp.com/30/c/3-1583468862.jpg
Henshin Ganbo,Chapter 0,"Jan 20,16",601,"One shot,Romance,School life,Shounen,Sports",Completed,4.92,https://avt.mkklcdnv6temp.com/30/w/7-1583477431.jpg
Senpai And Me,Ch.1,"Jan 20,16",604,"Ecchi,One shot,Shoujo ai",Completed,4.92,https://avt.mkklcdnv6temp.com/25/w/7-1583477234.jpg
God Of Bath,Chapter 30,"Jan 20,16",605,"Comedy,Harem,Shounen,Slice of life,Webtoons",Completed,4.92,https://avt.mkklcdnv6temp.com/18/k/4-1583470422.jpg
Zig X Zag,Vol.2 Ch.8,"Jan 20,16",608,"Comedy,Drama,Shoujo,Sports",Completed,4.92,https://avt.mkklcdnv6temp.com/4/o/1-1583463845.jpg
Ai Subeki Fujitsu,Vol.1 Ch.5,"Jan 20,16",614,"Comedy,Romance,School life,Slice of life,Yaoi",Completed,4.92,https://avt.mkklcdnv6temp.com/16/a/4-1583470320.jpg
Gakuran Ninpouchou,Ch.0,"Jan 20,16",614,"Comedy,One shot,School life,Yaoi",Completed,4.92,https://avt.mkklcdnv6temp.com/47/m/5-1583473750.jpg
Digimortal,Chapter 0.2 : [Oneshot] [Part Two],"Jan 20,16",607,"Action,Sci fi,Seinen",Completed,4.92,https://avt.mkklcdnv6temp.com/22/p/7-1583477112.jpg
Love Sign (Katakura Ako),Ch.1 : Oneshot,"Jan 20,16",566,"One shot,Shoujo ai",Completed,4.92,https://avt.mkklcdnv6temp.com/36/i/2-1583467094.jpg
I Was Just An Ordinary Lady,Chapter 37,"Apr 20,21",24,"Fantasy,Romance,Webtoons",Ongoing,4.92,https://avt.mkklcdnv6temp.com/22/z/21-1590954462.jpg
Bang Dream!: Star Beat,Chapter 3: Hunting For The 4Th String,"Feb 27,21",75,"School life,Shounen",Ongoing,4.92,https://avt.mkklcdnv6temp.com/28/k/16-1583494489.jpg
